# R[Mpc/h], R/R200c, Pth1h, Pth2h, (Pth1h+Pth2h) 
# Pth in [g cm^-1 s^-2]
1.221026547274324692e+00 7.708125427660903917e+00 9.748488409125921949e-18 4.359276185566033046e-16 4.456761069657292466e-16
1.405884348987115340e+00 8.875100154839975275e+00 5.150164271682638423e-18 3.828406623990267939e-16 3.879908266707094493e-16
1.618728771408821432e+00 1.021874948684418349e+01 2.702002793929689498e-18 3.366034815318686800e-16 3.393054843257983607e-16
1.863796860157468815e+00 1.176582114602188334e+01 1.408868815979281020e-18 2.928771516622912579e-16 2.942860204782705622e-16
2.145967130064388773e+00 1.354711233682743199e+01 7.306052054136107429e-19 2.537816773448411157e-16 2.545122825502547303e-16
2.470856680661916105e+00 1.559808281878165737e+01 3.770504890780931696e-19 2.182248177109754695e-16 2.186018682000535589e-16
2.844933014509146041e+00 1.795956079585809562e+01 1.937623506057419438e-19 1.864192948041129282e-16 1.866130571547186691e-16
3.275642784297754240e+00 2.067855567427465857e+01 9.920065104019320809e-20 1.581362898766122141e-16 1.582354905276524018e-16
3.771560031677307023e+00 2.380919386807563143e+01 5.062121912040609527e-20 1.335874424882107542e-16 1.336380637073311711e-16
4.342556868756759947e+00 2.741379628137373459e+01 2.575722438226660562e-20 1.114729906670535032e-16 1.114987478914357799e-16
5.000000000000000888e+00 3.156411891644621903e+01 1.307281583717741917e-20 9.329042807934513624e-17 9.330350089518231430e-17
